889	772	1.0
748	857	1.0
440	12	1.0
357	818	1.0
813	756	1.0
553	66	1.0
133	928	1.0
45	683	1.0
106	310	1.0
379	857	1.0
129	480	1.0
615	925	1.0
810	135	1.0
599	38	1.0
418	843	1.0
544	350	1.0
806	909	1.0
32	766	1.0
616	876	1.0
361	570	1.0
821	78	1.0
606	191	1.0
637	51	1.0
24	718	1.0
457	86	1.0
162	571	1.0
439	791	1.0
152	744	1.0
171	91	1.0
389	631	1.0
412	80	1.0
134	518	1.0
159	604	1.0
227	371	1.0
488	855	1.0
322	260	1.0
700	674	1.0
427	203	1.0
143	741	1.0
384	59	1.0
340	369	1.0
920	573	1.0
436	809	1.0
415	557	1.0
29	779	1.0
371	917	1.0
525	511	1.0
220	878	1.0
564	496	1.0
906	513	1.0
202	636	1.0
147	196	1.0
720	76	1.0
736	315	1.0
281	885	1.0
420	368	1.0
923	229	1.0
687	660	1.0
441	842	1.0
519	674	1.0
575	576	1.0
516	287	1.0
31	19	1.0
634	375	1.0
93	573	1.0
725	840	1.0
899	772	1.0
149	24	1.0
231	942	1.0
481	683	1.0
300	904	1.0
53	610	1.0
888	667	1.0
641	319	1.0
809	76	1.0
132	27	1.0
244	696	1.0
557	607	1.0
852	239	1.0
823	78	1.0
526	855	1.0
111	928	1.0
370	284	1.0
351	618	1.0
98	828	1.0
507	473	1.0
358	451	1.0
897	390	1.0
595	309	1.0
369	426	1.0
857	869	1.0
882	260	1.0
182	283	1.0
310	728	1.0
623	792	1.0
717	237	1.0
264	701	1.0
540	415	1.0
41	792	1.0
477	857	1.0
633	873	1.0
238	570	1.0
191	733	1.0
424	607	1.0
52	729	1.0
791	573	1.0
662	787	1.0
121	384	1.0
591	657	1.0
242	221	1.0
333	742	1.0
218	792	1.0
260	906	1.0
81	673	1.0
355	906	1.0
163	80	1.0
19	61	1.0
818	799	1.0
68	775	1.0
277	772	1.0
169	534	1.0
598	364	1.0
636	723	1.0
114	563	1.0
426	525	1.0
11	78	1.0
878	229	1.0
321	759	1.0
820	895	1.0
927	375	1.0
576	700	1.0
35	557	1.0
491	604	1.0
33	890	1.0
869	909	1.0
794	86	1.0
529	662	1.0
150	611	1.0
552	135	1.0
842	869	1.0
672	662	1.0
65	673	1.0
524	4	1.0
784	226	1.0
473	53	1.0
410	441	1.0
434	506	1.0
39	858	1.0
521	86	1.0
885	78	1.0
594	827	1.0
612	853	1.0
469	667	1.0
3	536	1.0
89	926	1.0
257	415	1.0
349	46	1.0
17	753	1.0
742	863	1.0
694	306	1.0
577	39	1.0
618	646	1.0
859	288	1.0
341	143	1.0
689	404	1.0
368	791	1.0
690	78	1.0
741	206	1.0
27	928	1.0
645	266	1.0
337	701	1.0
317	525	1.0
559	935	1.0
901	729	1.0
517	191	1.0
359	809	1.0
120	775	1.0
